,from,to,pathway,type
2428,IAPP,CALCR,CALCR,Secreted Signaling
2429,IAPP,CALCRL,CALCR,Secreted Signaling
2430,INSL3,RXFP2,RLN,Secreted Signaling
2431,INSL3,RXFP1,RLN,Secreted Signaling
2432,INSL3,RXFP4,RLN,Secreted Signaling
2433,INSL3,RXFP3,RLN,Secreted Signaling
2434,INSL5,RXFP4,RLN,Secreted Signaling
2435,INSL5,RXFP3,RLN,Secreted Signaling
2436,INSL5,RXFP2,RLN,Secreted Signaling
2437,INSL5,RXFP1,RLN,Secreted Signaling
2438,LEP,LEPR,LEP,Secreted Signaling
2439,LGALS9,PTPRC,GALECTIN,Secreted Signaling
2440,NPS,NPSR1,NPS,Secreted Signaling
2441,NPVF,NPFFR1,NPVF,Secreted Signaling
2442,NPVF,NPFFR2,NPVF,Secreted Signaling
2443,OSTN,NPR3,OSTN,Secreted Signaling
2444,PMCH,MERTK,PMCH,Secreted Signaling
2445,PROS1,AXL,PROS,Secreted Signaling
2446,PROS1,TYRO3,PROS,Secreted Signaling
2447,PSAP,GPR37L1,PSAP,Secreted Signaling
2448,PSAP,GPR37,PSAP,Secreted Signaling
2449,PTH,PTH1R,PTH,Secreted Signaling
2450,PTH,PTH2R,PTH,Secreted Signaling
2451,PTH2,PTH1R,PTH,Secreted Signaling
2452,PTH2,PTH2R,PTH,Secreted Signaling
2453,PTHLH,PTH1R,PTH,Secreted Signaling
2454,QRFP,QRFPR,QRFP,Secreted Signaling
2455,RARRES2,GPR1,CHEMERIN,Secreted Signaling
2456,RARRES2,CMKLR1,CHEMERIN,Secreted Signaling
2457,RLN1,RXFP2,RLN,Secreted Signaling
2458,RLN1,RXFP1,RLN,Secreted Signaling
2459,RLN1,RXFP3,RLN,Secreted Signaling
2460,RLN1,RXFP4,RLN,Secreted Signaling
2461,RLN3,RXFP3,RLN,Secreted Signaling
2462,RLN3,RXFP1,RLN,Secreted Signaling
2463,RLN3,RXFP4,RLN,Secreted Signaling
2464,RLN3,RXFP2,RLN,Secreted Signaling
2465,SAA1,FPR2,SAA,Secreted Signaling
2466,SCGB3A2,MARCO,UGRP1,Secreted Signaling
2467,SCT,SCTR,SCT,Secreted Signaling
2468,SLURP1,CHRNB1,SLURP,Secreted Signaling
2469,SLURP1,CHRNB2,SLURP,Secreted Signaling
2470,SLURP1,CHRNB3,SLURP,Secreted Signaling
2471,SLURP1,CHRNB4,SLURP,Secreted Signaling
2472,SLURP1,CHRNA1,SLURP,Secreted Signaling
2473,SLURP1,CHRNA2,SLURP,Secreted Signaling
2474,SLURP1,CHRNA3,SLURP,Secreted Signaling
2475,SLURP1,CHRNA4,SLURP,Secreted Signaling
2476,SLURP1,CHRNA5,SLURP,Secreted Signaling
2477,SLURP1,CHRNA6,SLURP,Secreted Signaling
2478,SLURP1,CHRNA9,SLURP,Secreted Signaling
2479,SLURP1,CHRNA10,SLURP,Secreted Signaling
2480,SLURP1,CHRND,SLURP,Secreted Signaling
2481,SLURP1,CHRNE,SLURP,Secreted Signaling
2482,SLURP1,CHRNG,SLURP,Secreted Signaling
2483,SLURP1,CHRNA7,SLURP,Secreted Signaling
2484,SLURP2,CHRNB1,SLURP,Secreted Signaling
2485,SLURP2,CHRNB2,SLURP,Secreted Signaling
2486,SLURP2,CHRNB3,SLURP,Secreted Signaling
2487,SLURP2,CHRNB4,SLURP,Secreted Signaling
2488,SLURP2,CHRNA1,SLURP,Secreted Signaling
2489,SLURP2,CHRNA2,SLURP,Secreted Signaling
2490,SLURP2,CHRNA3,SLURP,Secreted Signaling
2491,SLURP2,CHRNA4,SLURP,Secreted Signaling
2492,SLURP2,CHRNA5,SLURP,Secreted Signaling
2493,SLURP2,CHRNA6,SLURP,Secreted Signaling
2494,SLURP2,CHRNA7,SLURP,Secreted Signaling
2495,SLURP2,CHRNA9,SLURP,Secreted Signaling
2496,SLURP2,CHRNA10,SLURP,Secreted Signaling
2497,SLURP2,CHRND,SLURP,Secreted Signaling
2498,SLURP2,CHRNE,SLURP,Secreted Signaling
2499,SLURP2,CHRNG,SLURP,Secreted Signaling
2500,BTLA,TNFRSF14,BTLA,Secreted Signaling
2501,TRH,TRHR,TRH,Secreted Signaling
2502,UCN,CRHR1,UCN,Secreted Signaling
2503,UCN,CRHR2,UCN,Secreted Signaling
2504,UCN2,CRHR1,UCN,Secreted Signaling
2505,UCN2,CRHR2,UCN,Secreted Signaling
2506,UCN3,CRHR1,UCN,Secreted Signaling
2507,UCN3,CRHR2,UCN,Secreted Signaling
2508,UTS2B,UTS2R,UROTENSIN,Secreted Signaling
2509,UTS2B,SSTR5,UROTENSIN,Secreted Signaling
2510,BAG6,NCR3,BAG,Secreted Signaling
2511,LGALS9,HAVCR2,GALECTIN,Secreted Signaling
2512,LGALS9,CD44,GALECTIN,Secreted Signaling
2513,COL1A1,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2514,COL1A1,ITGA1,COLLAGEN,ECM-Receptor
2515,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
2516,COL1A2,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2517,COL1A2,ITGA1,COLLAGEN,ECM-Receptor
2518,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
2519,COL2A1,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2520,COL2A1,ITGA1,COLLAGEN,ECM-Receptor
2521,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
2522,COL4A1,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2523,COL4A1,ITGA1,COLLAGEN,ECM-Receptor
2524,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
2525,COL4A2,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2526,COL4A2,ITGA1,COLLAGEN,ECM-Receptor
2527,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
2528,COL4A3,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2529,COL4A3,ITGA1,COLLAGEN,ECM-Receptor
2530,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
2531,COL4A4,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2532,COL4A4,ITGA1,COLLAGEN,ECM-Receptor
2533,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
2534,COL4A5,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2535,COL4A5,ITGA1,COLLAGEN,ECM-Receptor
2536,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
2537,COL4A6,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2538,COL4A6,ITGA1,COLLAGEN,ECM-Receptor
2539,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
2540,COL6A1,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2541,COL6A1,ITGA1,COLLAGEN,ECM-Receptor
2542,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
2543,COL6A2,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2544,COL6A2,ITGA1,COLLAGEN,ECM-Receptor
2545,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
2546,COL6A3,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2547,COL6A3,ITGA1,COLLAGEN,ECM-Receptor
2548,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
2549,COL6A5,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2550,COL6A5,ITGA1,COLLAGEN,ECM-Receptor
2551,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
2552,COL6A6,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2553,COL6A6,ITGA1,COLLAGEN,ECM-Receptor
2554,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
2555,COL9A1,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2556,COL9A1,ITGA1,COLLAGEN,ECM-Receptor
2557,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
2558,COL9A2,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2559,COL9A2,ITGA1,COLLAGEN,ECM-Receptor
2560,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
2561,COL9A3,ITGA1_ITGB1,COLLAGEN,ECM-Receptor
2562,COL9A3,ITGA1,COLLAGEN,ECM-Receptor
2563,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
2564,COL1A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2565,COL1A1,ITGA2,COLLAGEN,ECM-Receptor
2566,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
2567,COL1A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2568,COL1A2,ITGA2,COLLAGEN,ECM-Receptor
2569,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
2570,COL2A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2571,COL2A1,ITGA2,COLLAGEN,ECM-Receptor
2572,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
2573,COL4A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2574,COL4A1,ITGA2,COLLAGEN,ECM-Receptor
2575,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
2576,COL4A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2577,COL4A2,ITGA2,COLLAGEN,ECM-Receptor
2578,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
2579,COL4A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2580,COL4A3,ITGA2,COLLAGEN,ECM-Receptor
2581,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
2582,COL4A4,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2583,COL4A4,ITGA2,COLLAGEN,ECM-Receptor
2584,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
2585,COL4A5,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2586,COL4A5,ITGA2,COLLAGEN,ECM-Receptor
2587,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
2588,COL4A6,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2589,COL4A6,ITGA2,COLLAGEN,ECM-Receptor
2590,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
2591,COL6A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2592,COL6A1,ITGA2,COLLAGEN,ECM-Receptor
2593,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
2594,COL6A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2595,COL6A2,ITGA2,COLLAGEN,ECM-Receptor
2596,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
2597,COL6A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2598,COL6A3,ITGA2,COLLAGEN,ECM-Receptor
2599,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
2600,COL6A5,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2601,COL6A5,ITGA2,COLLAGEN,ECM-Receptor
2602,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
2603,COL6A6,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2604,COL6A6,ITGA2,COLLAGEN,ECM-Receptor
2605,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
2606,COL9A1,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2607,COL9A1,ITGA2,COLLAGEN,ECM-Receptor
2608,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
2609,COL9A2,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2610,COL9A2,ITGA2,COLLAGEN,ECM-Receptor
2611,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
2612,COL9A3,ITGA2_ITGB1,COLLAGEN,ECM-Receptor
2613,COL9A3,ITGA2,COLLAGEN,ECM-Receptor
2614,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
2615,FN1,ITGA3_ITGB1,FN1,ECM-Receptor
2616,FN1,ITGA3,FN1,ECM-Receptor
2617,FN1,ITGB1,FN1,ECM-Receptor
2618,FN1,ITGA4_ITGB1,FN1,ECM-Receptor
2619,FN1,ITGA4,FN1,ECM-Receptor
2620,FN1,ITGB1,FN1,ECM-Receptor
2621,FN1,ITGA5_ITGB1,FN1,ECM-Receptor
2622,FN1,ITGA5,FN1,ECM-Receptor
2623,FN1,ITGB1,FN1,ECM-Receptor
2624,FN1,ITGA8_ITGB1,FN1,ECM-Receptor
2625,FN1,ITGA8,FN1,ECM-Receptor
2626,FN1,ITGB1,FN1,ECM-Receptor
2627,LAMA1,ITGA1_ITGB1,LAMININ,ECM-Receptor
2628,LAMA1,ITGA1,LAMININ,ECM-Receptor
2629,LAMA1,ITGB1,LAMININ,ECM-Receptor
2630,LAMA2,ITGA1_ITGB1,LAMININ,ECM-Receptor
2631,LAMA2,ITGA1,LAMININ,ECM-Receptor
2632,LAMA2,ITGB1,LAMININ,ECM-Receptor
2633,LAMA3,ITGA1_ITGB1,LAMININ,ECM-Receptor
2634,LAMA3,ITGA1,LAMININ,ECM-Receptor
2635,LAMA3,ITGB1,LAMININ,ECM-Receptor
2636,LAMA4,ITGA1_ITGB1,LAMININ,ECM-Receptor
2637,LAMA4,ITGA1,LAMININ,ECM-Receptor
2638,LAMA4,ITGB1,LAMININ,ECM-Receptor
2639,LAMA5,ITGA1_ITGB1,LAMININ,ECM-Receptor
2640,LAMA5,ITGA1,LAMININ,ECM-Receptor
2641,LAMA5,ITGB1,LAMININ,ECM-Receptor
2642,LAMB1,ITGA1_ITGB1,LAMININ,ECM-Receptor
2643,LAMB1,ITGA1,LAMININ,ECM-Receptor
2644,LAMB1,ITGB1,LAMININ,ECM-Receptor
2645,LAMB2,ITGA1_ITGB1,LAMININ,ECM-Receptor
2646,LAMB2,ITGA1,LAMININ,ECM-Receptor
2647,LAMB2,ITGB1,LAMININ,ECM-Receptor
2648,LAMB3,ITGA1_ITGB1,LAMININ,ECM-Receptor
2649,LAMB3,ITGA1,LAMININ,ECM-Receptor
2650,LAMB3,ITGB1,LAMININ,ECM-Receptor
2651,LAMC1,ITGA1_ITGB1,LAMININ,ECM-Receptor
2652,LAMC1,ITGA1,LAMININ,ECM-Receptor
2653,LAMC1,ITGB1,LAMININ,ECM-Receptor
2654,LAMC2,ITGA1_ITGB1,LAMININ,ECM-Receptor
2655,LAMC2,ITGA1,LAMININ,ECM-Receptor
2656,LAMC2,ITGB1,LAMININ,ECM-Receptor
2657,LAMC3,ITGA1_ITGB1,LAMININ,ECM-Receptor
2658,LAMC3,ITGA1,LAMININ,ECM-Receptor
2659,LAMC3,ITGB1,LAMININ,ECM-Receptor
2660,LAMA1,ITGA2_ITGB1,LAMININ,ECM-Receptor
2661,LAMA1,ITGA2,LAMININ,ECM-Receptor
2662,LAMA1,ITGB1,LAMININ,ECM-Receptor
2663,LAMA2,ITGA2_ITGB1,LAMININ,ECM-Receptor
2664,LAMA2,ITGA2,LAMININ,ECM-Receptor
2665,LAMA2,ITGB1,LAMININ,ECM-Receptor
2666,LAMA3,ITGA2_ITGB1,LAMININ,ECM-Receptor
2667,LAMA3,ITGA2,LAMININ,ECM-Receptor
2668,LAMA3,ITGB1,LAMININ,ECM-Receptor
2669,LAMA4,ITGA2_ITGB1,LAMININ,ECM-Receptor
2670,LAMA4,ITGA2,LAMININ,ECM-Receptor
2671,LAMA4,ITGB1,LAMININ,ECM-Receptor
2672,LAMA5,ITGA2_ITGB1,LAMININ,ECM-Receptor
2673,LAMA5,ITGA2,LAMININ,ECM-Receptor
2674,LAMA5,ITGB1,LAMININ,ECM-Receptor
2675,LAMB1,ITGA2_ITGB1,LAMININ,ECM-Receptor
2676,LAMB1,ITGA2,LAMININ,ECM-Receptor
2677,LAMB1,ITGB1,LAMININ,ECM-Receptor
2678,LAMB2,ITGA2_ITGB1,LAMININ,ECM-Receptor
2679,LAMB2,ITGA2,LAMININ,ECM-Receptor
2680,LAMB2,ITGB1,LAMININ,ECM-Receptor
2681,LAMB3,ITGA2_ITGB1,LAMININ,ECM-Receptor
2682,LAMB3,ITGA2,LAMININ,ECM-Receptor
2683,LAMB3,ITGB1,LAMININ,ECM-Receptor
2684,LAMC1,ITGA2_ITGB1,LAMININ,ECM-Receptor
2685,LAMC1,ITGA2,LAMININ,ECM-Receptor
2686,LAMC1,ITGB1,LAMININ,ECM-Receptor
2687,LAMC2,ITGA2_ITGB1,LAMININ,ECM-Receptor
2688,LAMC2,ITGA2,LAMININ,ECM-Receptor
2689,LAMC2,ITGB1,LAMININ,ECM-Receptor
2690,LAMC3,ITGA2_ITGB1,LAMININ,ECM-Receptor
2691,LAMC3,ITGA2,LAMININ,ECM-Receptor
2692,LAMC3,ITGB1,LAMININ,ECM-Receptor
2693,CHAD,ITGA2_ITGB1,CHAD,ECM-Receptor
2694,CHAD,ITGA2,CHAD,ECM-Receptor
2695,CHAD,ITGB1,CHAD,ECM-Receptor
2696,LAMA1,ITGA3_ITGB1,LAMININ,ECM-Receptor
2697,LAMA1,ITGA3,LAMININ,ECM-Receptor
2698,LAMA1,ITGB1,LAMININ,ECM-Receptor
2699,LAMA2,ITGA3_ITGB1,LAMININ,ECM-Receptor
2700,LAMA2,ITGA3,LAMININ,ECM-Receptor
2701,LAMA2,ITGB1,LAMININ,ECM-Receptor
2702,LAMA3,ITGA3_ITGB1,LAMININ,ECM-Receptor
2703,LAMA3,ITGA3,LAMININ,ECM-Receptor
2704,LAMA3,ITGB1,LAMININ,ECM-Receptor
2705,LAMA4,ITGA3_ITGB1,LAMININ,ECM-Receptor
2706,LAMA4,ITGA3,LAMININ,ECM-Receptor
2707,LAMA4,ITGB1,LAMININ,ECM-Receptor
2708,LAMA5,ITGA3_ITGB1,LAMININ,ECM-Receptor
2709,LAMA5,ITGA3,LAMININ,ECM-Receptor
2710,LAMA5,ITGB1,LAMININ,ECM-Receptor
2711,LAMB1,ITGA3_ITGB1,LAMININ,ECM-Receptor
2712,LAMB1,ITGA3,LAMININ,ECM-Receptor
2713,LAMB1,ITGB1,LAMININ,ECM-Receptor
2714,LAMB2,ITGA3_ITGB1,LAMININ,ECM-Receptor
2715,LAMB2,ITGA3,LAMININ,ECM-Receptor
2716,LAMB2,ITGB1,LAMININ,ECM-Receptor
2717,LAMB3,ITGA3_ITGB1,LAMININ,ECM-Receptor
2718,LAMB3,ITGA3,LAMININ,ECM-Receptor
2719,LAMB3,ITGB1,LAMININ,ECM-Receptor
2720,LAMC1,ITGA3_ITGB1,LAMININ,ECM-Receptor
2721,LAMC1,ITGA3,LAMININ,ECM-Receptor
2722,LAMC1,ITGB1,LAMININ,ECM-Receptor
2723,LAMC2,ITGA3_ITGB1,LAMININ,ECM-Receptor
2724,LAMC2,ITGA3,LAMININ,ECM-Receptor
2725,LAMC2,ITGB1,LAMININ,ECM-Receptor
2726,LAMC3,ITGA3_ITGB1,LAMININ,ECM-Receptor
2727,LAMC3,ITGA3,LAMININ,ECM-Receptor
2728,LAMC3,ITGB1,LAMININ,ECM-Receptor
2729,RELN,ITGA3_ITGB1,RELN,ECM-Receptor
2730,RELN,ITGA3,RELN,ECM-Receptor
2731,RELN,ITGB1,RELN,ECM-Receptor
2732,THBS1,ITGA3_ITGB1,THBS,ECM-Receptor
2733,THBS1,ITGA3,THBS,ECM-Receptor
2734,THBS1,ITGB1,THBS,ECM-Receptor
2735,THBS2,ITGA3_ITGB1,THBS,ECM-Receptor
2736,THBS2,ITGA3,THBS,ECM-Receptor
2737,THBS2,ITGB1,THBS,ECM-Receptor
2738,THBS3,ITGA3_ITGB1,THBS,ECM-Receptor
2739,THBS3,ITGA3,THBS,ECM-Receptor
2740,THBS3,ITGB1,THBS,ECM-Receptor
2741,THBS4,ITGA3_ITGB1,THBS,ECM-Receptor
2742,THBS4,ITGA3,THBS,ECM-Receptor
2743,THBS4,ITGB1,THBS,ECM-Receptor
2744,COMP,ITGA3_ITGB1,THBS,ECM-Receptor
2745,COMP,ITGA3,THBS,ECM-Receptor
2746,COMP,ITGB1,THBS,ECM-Receptor
2747,COL1A1,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2748,COL1A1,ITGA3,COLLAGEN,ECM-Receptor
2749,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
2750,COL1A2,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2751,COL1A2,ITGA3,COLLAGEN,ECM-Receptor
2752,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
2753,COL2A1,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2754,COL2A1,ITGA3,COLLAGEN,ECM-Receptor
2755,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
2756,COL4A1,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2757,COL4A1,ITGA3,COLLAGEN,ECM-Receptor
2758,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
2759,COL4A2,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2760,COL4A2,ITGA3,COLLAGEN,ECM-Receptor
2761,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
2762,COL4A3,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2763,COL4A3,ITGA3,COLLAGEN,ECM-Receptor
2764,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
2765,COL4A4,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2766,COL4A4,ITGA3,COLLAGEN,ECM-Receptor
2767,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
2768,COL4A5,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2769,COL4A5,ITGA3,COLLAGEN,ECM-Receptor
2770,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
2771,COL4A6,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2772,COL4A6,ITGA3,COLLAGEN,ECM-Receptor
2773,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
2774,COL6A1,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2775,COL6A1,ITGA3,COLLAGEN,ECM-Receptor
2776,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
2777,COL6A2,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2778,COL6A2,ITGA3,COLLAGEN,ECM-Receptor
2779,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
2780,COL6A3,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2781,COL6A3,ITGA3,COLLAGEN,ECM-Receptor
2782,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
2783,COL6A5,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2784,COL6A5,ITGA3,COLLAGEN,ECM-Receptor
2785,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
2786,COL6A6,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2787,COL6A6,ITGA3,COLLAGEN,ECM-Receptor
2788,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
2789,COL9A1,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2790,COL9A1,ITGA3,COLLAGEN,ECM-Receptor
2791,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
2792,COL9A2,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2793,COL9A2,ITGA3,COLLAGEN,ECM-Receptor
2794,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
2795,COL9A3,ITGA3_ITGB1,COLLAGEN,ECM-Receptor
2796,COL9A3,ITGA3,COLLAGEN,ECM-Receptor
2797,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
2798,LAMA1,ITGA6_ITGB1,LAMININ,ECM-Receptor
2799,LAMA1,ITGA6,LAMININ,ECM-Receptor
2800,LAMA1,ITGB1,LAMININ,ECM-Receptor
2801,LAMA2,ITGA6_ITGB1,LAMININ,ECM-Receptor
2802,LAMA2,ITGA6,LAMININ,ECM-Receptor
2803,LAMA2,ITGB1,LAMININ,ECM-Receptor
2804,LAMA3,ITGA6_ITGB1,LAMININ,ECM-Receptor
2805,LAMA3,ITGA6,LAMININ,ECM-Receptor
2806,LAMA3,ITGB1,LAMININ,ECM-Receptor
2807,LAMA4,ITGA6_ITGB1,LAMININ,ECM-Receptor
2808,LAMA4,ITGA6,LAMININ,ECM-Receptor
2809,LAMA4,ITGB1,LAMININ,ECM-Receptor
2810,LAMA5,ITGA6_ITGB1,LAMININ,ECM-Receptor
2811,LAMA5,ITGA6,LAMININ,ECM-Receptor
2812,LAMA5,ITGB1,LAMININ,ECM-Receptor
2813,LAMB1,ITGA6_ITGB1,LAMININ,ECM-Receptor
2814,LAMB1,ITGA6,LAMININ,ECM-Receptor
2815,LAMB1,ITGB1,LAMININ,ECM-Receptor
2816,LAMB2,ITGA6_ITGB1,LAMININ,ECM-Receptor
2817,LAMB2,ITGA6,LAMININ,ECM-Receptor
2818,LAMB2,ITGB1,LAMININ,ECM-Receptor
2819,LAMB3,ITGA6_ITGB1,LAMININ,ECM-Receptor
2820,LAMB3,ITGA6,LAMININ,ECM-Receptor
2821,LAMB3,ITGB1,LAMININ,ECM-Receptor
2822,LAMC1,ITGA6_ITGB1,LAMININ,ECM-Receptor
2823,LAMC1,ITGA6,LAMININ,ECM-Receptor
2824,LAMC1,ITGB1,LAMININ,ECM-Receptor
2825,LAMC2,ITGA6_ITGB1,LAMININ,ECM-Receptor
2826,LAMC2,ITGA6,LAMININ,ECM-Receptor
2827,LAMC2,ITGB1,LAMININ,ECM-Receptor
2828,LAMC3,ITGA6_ITGB1,LAMININ,ECM-Receptor
2829,LAMC3,ITGA6,LAMININ,ECM-Receptor
2830,LAMC3,ITGB1,LAMININ,ECM-Receptor
2831,LAMA1,ITGA7_ITGB1,LAMININ,ECM-Receptor
2832,LAMA1,ITGA7,LAMININ,ECM-Receptor
2833,LAMA1,ITGB1,LAMININ,ECM-Receptor
2834,LAMA2,ITGA7_ITGB1,LAMININ,ECM-Receptor
2835,LAMA2,ITGA7,LAMININ,ECM-Receptor
2836,LAMA2,ITGB1,LAMININ,ECM-Receptor
2837,LAMA3,ITGA7_ITGB1,LAMININ,ECM-Receptor
2838,LAMA3,ITGA7,LAMININ,ECM-Receptor
2839,LAMA3,ITGB1,LAMININ,ECM-Receptor
2840,LAMA4,ITGA7_ITGB1,LAMININ,ECM-Receptor
2841,LAMA4,ITGA7,LAMININ,ECM-Receptor
2842,LAMA4,ITGB1,LAMININ,ECM-Receptor
2843,LAMA5,ITGA7_ITGB1,LAMININ,ECM-Receptor
2844,LAMA5,ITGA7,LAMININ,ECM-Receptor
2845,LAMA5,ITGB1,LAMININ,ECM-Receptor
2846,LAMB1,ITGA7_ITGB1,LAMININ,ECM-Receptor
2847,LAMB1,ITGA7,LAMININ,ECM-Receptor
2848,LAMB1,ITGB1,LAMININ,ECM-Receptor
2849,LAMB2,ITGA7_ITGB1,LAMININ,ECM-Receptor
2850,LAMB2,ITGA7,LAMININ,ECM-Receptor
2851,LAMB2,ITGB1,LAMININ,ECM-Receptor
2852,LAMB3,ITGA7_ITGB1,LAMININ,ECM-Receptor
2853,LAMB3,ITGA7,LAMININ,ECM-Receptor
2854,LAMB3,ITGB1,LAMININ,ECM-Receptor
2855,LAMC1,ITGA7_ITGB1,LAMININ,ECM-Receptor
2856,LAMC1,ITGA7,LAMININ,ECM-Receptor
2857,LAMC1,ITGB1,LAMININ,ECM-Receptor
2858,LAMC2,ITGA7_ITGB1,LAMININ,ECM-Receptor
2859,LAMC2,ITGA7,LAMININ,ECM-Receptor
2860,LAMC2,ITGB1,LAMININ,ECM-Receptor
2861,LAMC3,ITGA7_ITGB1,LAMININ,ECM-Receptor
2862,LAMC3,ITGA7,LAMININ,ECM-Receptor
2863,LAMC3,ITGB1,LAMININ,ECM-Receptor
2864,VTN,ITGA8_ITGB1,VTN,ECM-Receptor
2865,VTN,ITGA8,VTN,ECM-Receptor
2866,VTN,ITGB1,VTN,ECM-Receptor
2867,TNC,ITGA8_ITGB1,TENASCIN,ECM-Receptor
2868,TNC,ITGA8,TENASCIN,ECM-Receptor
